5	The IVH complex of lesions: cerebrovascular injury in the preterm infant. The term intraventricular hemorrhage has become associated with a variety of cerebrovascular insults in preterm infants. Because of a shared pathophysiology and timing, these are the neurologic lesions to search for when evaluating sick preterm infants. This complex of lesions is common and, when parenchymal injury occurs, likely to result in neurologic sequelae. A review of the variety of injuries, their pathophysiology, their diagnosis by cranial ultrasonography, and their prognosis is offered. Emphasis is placed on the need for assessment over time when evaluating parenchymal lesions in preterm infants. 
1	Colorectal cancer: have we identified an effective screening strategy? Three currently used screening methods are aimed at detecting colorectal cancer when it is asymptomatic and curable, and at detecting polyps so that they can be removed before they can progress to cancer. Digital rectal examinations are relatively cheap and easy but can detect only a small fraction of large-bowel cancers. Sigmoidoscopy is more sensitive, but its low acceptability to patients has been only partially mitigated by the introduction of the 35-cm flexible instrument. Fecal occult blood testing has limited sensitivity because blood from cancers and polyps is neither continuously shed nor uniformly distributed in feces; specificity and positive predictive value are also low because of other sources of blood in the stool. Prudent judgment suggests that all of these screening tests may prevent death from colorectal cancer in some patients. However, none has been proven effective in general use by well-controlled studies. Case-control studies can provide timely and valuable new evidence in this regard; the authors' investigations in progress are described. The current lack of strong evidence in support of these screening tests should not be interpreted as evidence against their use. 
2	Estrogen receptors in the external anal sphincter. Inasmuch as anal competence in women is reduced after the age of 50 years, it may be dependent on effects of estrogens. In this study, samples of the external anal sphincter were analyzed for the presence of estrogen receptors and were found to be present at a median concentration of 5.0 fmol per milligram of protein (range, 1.9 to 13) in women (n = 7), and 1.1 fmol per milligram of protein (range, 0 to 3.2) in men (n = 7). These findings are of interest with regard to the treatment of idiopathic anal incontinence. 
4	Turner's syndrome, fibromuscular dysplasia, and stroke. We report a 43-year-old woman who presented with a right frontoparietotemporal ischemic stroke. She had been diagnosed with Turner's syndrome during childhood and had a history of chronic estrogen therapy. Cerebral angiography showed lesions characteristics of fibromuscular dysplasia involving the right internal carotid and right vertebral arteries. We are not aware of any previous reports describing an association between fibromuscular dysplasia and Turner's syndrome. Although chronic estrogen therapy cannot be ruled out as a cause of this patient's stroke, we suggest a possible etiologic relation between these two entities. 
1	The role of gastric resection in the management of multicentric argyrophil gastric carcinoids. A patient with pernicious anemia, atrophic non-antral gastritis, hypergastrinemia, and widespread hyperplasia of enterochromaffin-like cells and manifest enterochromaffin-like cell carcinoma was followed up during 39 months, including 15 months after gastric resection. In this case normalization of gastrin levels did not prevent the development of multiple gastric carcinoids in the fundic mucosa, suggesting that factors other than gastrin are of importance in the pathogenesis. 
1	The potential of 2-deoxy-2[18F]fluoro-D-glucose (FDG) for the detection of tumor involvement in lymph nodes. To assess the potential of FDG for PET imaging of nodal tumor metastases, we evaluated its uptake into normal lymph nodes, tumor-involved lymph nodes, and subcutaneous tumor xenografts in rodents. Normal lymph nodes in mice and rats accumulate FDG moderately, developing node/blood ratios of 1.3-11.9/1 at 2 hr following i.v. injection. By contrast, FDG given subcutaneously to healthy Sprague Dawley rats developed very high normal draining lymph node/blood ratios (272/1) versus 7.7/1 by i.v. injection. In nude mice, subcutaneous human ovarian cancer xenografts had 1.27-fold more uptake relative to blood than did normal popliteal lymph nodes. Subcutaneous tumor xenografts of rat breast cancer developed tumor/normal node uptake ratios of 4.91 +/- 0.43/1 and tumor/blood ratios of 6.6 +/- 0.9 at 2 hr postinjection. Mouse nodes involved with 38C13 murine B-cell lymphoma had mean node/blood ratios of 42.9 +/- 6.7/1 and tumored node/normal lymph node uptake of 6.3/1. Thus, FDG given intravenously but not subcutaneusly (due to high normal nodal uptake) has potential as an agent for the detection of metastatic tumors in regional lymph nodes using PET scanning. 
4	Pathophysiology of hypertension in blacks. The pathophysiology of hypertension in the black population differs to some extent from that of the nonblack population. Although black hypertensives exhibit enhanced sodium retention, expanded plasma volume, lower plasma renin activity, and a greater increase in blood pressure in response to high levels of Na+ intake compared with nonblack hypertensives, there is considerable heterogeneity in these studies. Alterations in ion transport mechanisms, such as a decrease in Na+K(+)-ATPase activity and Na+K+ cotransport, have been demonstrated in the black hypertensive population. Those features provide the physiologic basis for the differential response to monotherapy with diuretics and, perhaps, with calcium channel blockers, that is observed in black hypertensives, particularly when compared with responses to beta-blockers or angiotensin converting enzyme inhibitors. 
2	Increased uptake of bromodeoxyuridine by hepatocytes from early stage of primary biliary cirrhosis. The relationship between DNA synthesis activities of hepatocytes in biopsied specimens and liver volume was studied in various stages of primary biliary cirrhosis using an in vitro bromodeoxyuridine (a thymidine analogue)-anti-bromodeoxyuridine reaction and computed tomography. The mean bromodeoxyuridine (+/- SE) labeling index for 10 patients in an early histological stage (stage I, 4, and stage II, 6, 3.4% +/- 0.4%) of primary biliary cirrhosis was 17 times that for 6 control subjects (0.2% +/- 0.1%, P less than 0.001), and was significantly higher than that for 19 female patients with chronic aggressive hepatitis (0.9% +/- 0.2%, P less than 0.001), 14 compensated cirrhotic patients of viral origin (all female, 1.1% +/- 0.3%, P less than 0.01), and 5 patients with stage III primary biliary cirrhosis (0.5% +/- 0.1%, P less than 0.001). The mean (+/- SE) liver volume in the early stage of primary biliary cirrhosis (1225 +/- 40 cm3) was about 1.5 times that in control subjects (835 +/- 42 cm3, P less than 0.001). These results suggest that liver volume has already become large in the early stage of primary biliary cirrhosis perhaps because of markedly increased DNA synthesis in hepatocytes. 
5	Fine surface structure of an intraspinal neurenteric cyst: a scanning and transmission electron microscopy study. The case of an 11-year-old boy with an intraspinal neurenteric cyst, which recurred 8 years and 3 months after surgery, is presented. Scanning and transmission electron microscopy of the cyst epithelium revealed marked resemblance to that of the respiratory tract, despite the presence of numerous goblet cells mimicking intestine on light microscopy study. Detailed ultrastructural findings are described. 
5	Acid aspiration prophylaxis in 288 obstetric anaesthetic departments in the United Kingdom. The choice of drugs for acid aspiration prophylaxis in 288 obstetric anaesthetic departments in the United Kingdom was determined by questionnaire. The results are compared with a similar survey of anaesthetic departments 5 years ago. The prescription of sodium citrate and the H2 receptor antagonist ranitidine has superseded that of Mist. magnesium trisilicate. 
3	Advances in the treatment of complex cerebrovascular disorders by interventional neurovascular techniques. Treatment of complex cerebrovascular disorders, including intracranial aneurysms, carotid cavernous sinus fistulas, vertebral fistulas, arteriovenous malformations, atherosclerosis of brachiocephalic vessels, and arterial vasospasm, is being performed in selected cases by interventional neurovascular techniques. Recent advances in microballoon technology, permanent solidifying polymers, newer embolic agents, high-resolution digital subtraction angiography with road-mapping technique, and steerable micro-guide wires and catheters have greatly improved access in the distal intracranial circulation and markedly reduced the morbidity associated with these procedures. Interventional neuroradiology is emerging as an important adjunct to neurosurgery for selected cerebrovascular disorders. 
5	Transfer function of sound transmission in subglottal human respiratory system at low frequencies. The amplitude of sound transmission from the mouth to a site overlying the extrathoracic trachea and two sites on the posterior chest wall was measured in eight healthy adult male subjects at resting lung volume over the 100- to 600-Hz frequency range. The ratios of the estimated magnitude spectra of transmission of each of the chest wall sites to the tracheal site were determined, with the resulting spectra representing effective transfer functions of transmission in the subglottal system. For the group, the transfer functions exhibited a single peak, which occurred at 143 +/- 13 Hz (mean +/- SD) with a quality factor (Q) of 2.0 +/- 0.2 for the upper chest wall site and at 129 +/- 6 Hz with a Q of 2.2 +/- 0.4 for the lower site. The trend of decreasing spectral energy with increasing frequency was indicated by roll-offs of -10 +/- 4 and -17 +/- 5 dB/octave from 300 to 600 Hz at the two sites, respectively. The fundamental radial mode of a model thoracic cavity, which is a large rigid cylinder filled with lossless lung tissue, provides a good estimate of the observed low-frequency resonance. This agreement suggests that thoracic cavity resonances may have particularly important effects on sound transmission at frequencies below approximately 250 Hz, where the magnitude of parenchymal attenuation appears to be small. 
4	Results of repeat percutaneous balloon valvuloplasty for pulmonary valvar restenosis. Follow-up cardiac catheterization studies were used to evaluate 105 patients who had undergone percutaneous balloon pulmonary valvuloplasty. Fifteen of those patients who had peak systolic pulmonary valve gradients greater than = 40 mm Hg at follow-up underwent repeat balloon valvuloplasty. For the initial balloon pulmonary valvuloplasty, the mean ratio of the balloon diameter to pulmonary valve annulus diameter was 0.98 +/- 0.2; at repeat valvuloplasty the mean was 1.19 +/- 0.12. The immediate post-repeat balloon valvuloplasty results showed a reduction in the peak systolic gradient from a mean of 70.2 +/- 17.8 to 29.1 +/- 19.0 mm Hg (p less than 0.001). This reduction in the gradient was maintained at a mean of 14.3 +/- 5.0 mm Hg in 8 of the 10 patients who underwent further follow-up studies. We conclude that successful repeat balloon pulmonary valvuloplasty with the use of larger sized balloons is feasible in patients who have restenosis after the initial percutaneous balloon valvuloplasty--including partial but not complete dysplasia of the pulmonary valve. 
4	Double-blind comparison of doxazosin and enalapril in patients with mild or moderate essential hypertension. The antihypertensive efficacy and safety of doxazosin and enalapril were compared in the general practice setting (n = 54). Both agents produced comparable, statistically significant (p less than 0.05) reductions in mean blood pressure with no clinically relevant changes in heart rate. Side effects in the two groups were mild or moderate and disappeared or were tolerated with continued treatment. Doxazosin, in contrast to enalapril, produced a significant (p less than 0.05) reduction in the total serum cholesterol concentration, a reduction in the level of triglycerides, and a favorable increase in the high-density lipoprotein/total cholesterol ratio. The reduction in calculated coronary heart disease risk produced by doxazosin (-27.58%) was highly significant (p less than 0.0002) and greater than that produced by enalapril (-18.49% p less than 0.02). 
5	Bilateral reexpansion pulmonary edema following unilateral pleurocentesis. Acute ipsilateral pulmonary edema following reexpansion of the lung after pleurocentesis or pneumothorax is a well described entity. We report the unusual occurrence of bilateral pulmonary edema following unilateral pleurocentesis in a young male without heart disease. Various hypotheses regarding the mechanism of reexpansion pulmonary edema include increased capillary permeability due to hypoxic injury, decreased surfactant production, altered pulmonary perfusion and mechanical stretching of membranes. This case suggests that forces leading to ipsilateral reexpansion pulmonary edema also affect the contralateral lung. 
4	Payment mechanism and patterns of use of medical services: the example of hypertension. This study explores the relationship between the use of medical services by hypertensive patients and mechanisms for payment within a single primary care practice. Three payment mechanisms were explored: public assistance, a capitated health maintenance organization (HMO), and fee-for-service. Patterns were examined across reimbursement type for the following variables: age, sex, visit reason, number of visits, medications, tests ordered, referrals made, and recommendations for follow-up visits. Illness severity was controlled in two ways: (1) by the study being focused on one diagnosis--mild to moderate hypertension, and (2) by concurrent chronic illnesses being enumerated and included in the analysis. Medical visits to the physician were examined over a 2-year period for 25 to 30 patients randomly sampled from each of the three payment mechanisms. Statistically significant differences were found for patient behaviors (total number of patient visits) and physician behaviors (number of medications and recommendations for revisits). The highest visit frequency was found for those on public assistance, followed closely by those covered by an HMO, and more distantly by those choosing fee-for-service. In a climate of cost consciousness, further study is needed to explore the impact of reimbursement mechanisms on the use of health care services. 
3	Effects of neuro-developmental treatment and orthoses on knee flexion during gait: a single-subject design. The interactive effects of neuro-developmental treatment and inhibitive ankle-height orthoses on gait were examined via a single-subject research design. Knee flexion during gait at initial contact, mid-stance, heel-off, and mid-swing were measured in a 2-year-old girl with diplegia by use of a goniometer and freeze-frame videography. During the treatment and treatment/orthoses phases, a decrease in excessive knee flexion was noted. Changes in trend over time were greater in the 3-week treatment phase than in the 3-week treatment/orthoses phase. Changes in level at the initiation of the treatment/orthoses phase were greater than in the treatment phase. The described neuro-developmental treatment activities were conducted correctly 92% of the time according to an independent observer. The interrater reliability of goniometric data measured by videography was .93 using intraclass correlation coefficients. The results of this study suggest that both methods of treatment can be used to decrease excessive knee flexion during gait in a child with diplegia. 
5	Indications and results of relaxing retinotomy. The authors report their results of a consecutive series of 40 eyes undergoing relaxing retinotomy during vitrectomy to achieve retinal reattachment for the following indications: proliferative vitreoretinopathy (PVR), 21 eyes (52%); trauma, 10 eyes (25%); diabetic retinopathy, 6 eyes (15%); and expulsive choroidal hemorrhage, 3 eyes (8%). Thirty eyes (75%) had undergone previous vitreoretinal procedures. Extended tamponade was achieved in all cases with either silicone oil (27 eyes, 68%) or long-acting gas (13 eyes, 32%). Retinotomy size ranged from 45 degrees to 360 degrees. Intraoperative retinal attachment was possible in all eyes with 33 (83%) achieving total or subtotal retinal attachment including the macula for 5 months or more. Twenty-seven eyes (68%) achieved 3/200 visual acuity or better and 10 (37%) achieved 20/400 or better. Thirteen eyes (32%) failed to achieve 3/200 visual acuity secondary to recurrent detachment (18%), corneal decompensation (8%), macular dysfunction (5%), and glaucoma (3%). 
5	Increased septic complications with three-drug sequential immunosuppression for cadaver renal transplants. In 152 renal transplant recipients, the results of immunosuppression with three-drug sequential (Minnesota antilymphocyte globulin, prednisone, azathioprine, and cyclosporine) immunosuppression (n = 107) were compared with those of a two-drug sequential protocol (Minnesota antilymphocyte globulin, prednisone, and cyclosporine) that excluded azathioprine (n = 45). The study groups were comparable by age, sex, etiology of renal failure, incidence of diabetes, and degree of HLA matching. Patient survival at 1 year was not significantly different in the two groups (two drug, 93% versus three drug, 86%; p = 0.19). One-year graft survival was superior in the two-drug group (two drug, 93% versus three drug, 75%; p = 0.02). Analysis of primary transplants only (n = 116) yielded the same results. During the first year, the serum creatinine level remained stable in both groups. As expected, the three-drug therapy group had significantly more bacterial and viral infections. For low-risk primary cadaveric renal transplants, two-drug sequential immunosuppression is superior. 
5	Effects of salt, race, and hypertension on reactivity to stressors. Blood pressure and heart rate reactivity to a psychological stressor and to a cold pressor test were examined in a group of 51 normotensive and 37 unmedicated hypertensive men. All were studied twice, once while the participants were maintained on a moderately high salt (200 meq sodium/day) diet and once while the participants were maintained on an extremely low salt (10 meq sodium/day) diet. Dietary salt had no effect on blood pressure or heart rate responses to the two stressors. The systolic and diastolic responses of the white participants to the psychological stressor were greater than those of the black participants (both p less than 0.05); however, there was no difference between blacks and whites in reactivity to the cold pressor challenge. As compared with the normotensive group, the hypertensive group reacted to the psychological stressor with increased responses in systolic blood pressure, diastolic blood pressure, and heart rate (all p less than 0.05). The hypertensive group also hyperresponded in terms of the systolic pressure response to the cold pressor task (p less than 0.05). Plasma norepinephrine and epinephrine responses were not significantly different across the two diets, races, or diagnoses. 
5	Percutaneous cholangioscopic or transpapillary insertion of self-expanding biliary metal stents. Fifty-two self-expanding metal stents were implanted in 39 patients with malignant (35 patients) or benign (4 patients) biliary stenoses. The stents were inserted and properly released by means of a 7 or 9 French gauge delivery catheter via the percutaneous (20 patients) or transpapillary (19 patients) route. In all cases the endoprostheses expanded to a diameter of 7 to 10 mm and achieved complete biliary tract drainage. Jaundice disappeared in 36 of the 39 patients. No early complication was observed. After a median follow-up of 121 days (range, 30 to 422 days), 19 of 36 patients are still alive and 17 died of non-procedure-related causes. Biliary re-obstruction occurred in five patients due to tumor overgrowth above or below the prosthesis (four patients) or bile encrustation (one patient). In patients with malignant stenoses, the probability of stent patency is 78% after 200 days. We conclude that large-bore metal stents are safe, effective, and provide better long-term patency than conventional endoprostheses. 
5	Incisional parapubic hernias. A parapubic hernia, distinct from other lower abdominal wall hernias, is identified as a particular type of incisional hernia. This hernia results from the disruption of the musculotendinous elements of the abdominal wall as they insert into the pubis. This disruption is brought about by either the destruction of these musculotendinous tissues at their lower end or the resection of portions of the pubic bone as is sometimes done in suprapubic radical prostatectomies for easier access to the prostate. Seven cases have been identified and reported. Men and women were seen to make up a clinical picture that is suggestive of the diagnosis, namely, multiple previous operations through the lower abdominal wall, procedures of a gynecologic or urologic nature, a herniation that mimics an incisional or inguinal hernia, and a defect that cannot possibly be corrected without the use of a prosthesis. When the diagnosis is accurately established, the polypropylene mesh is inserted in the preperitoneal space and anchored laterally to the ligaments of Cooper and in between to the arcuate pubic ligament and the periosteum of the posterior aspect of the pubis. Excellent results have been obtained, and the success must be ascribed to the recognition of the parapubic hernia as a distinct entity. 
