1	Oncogenes and suppressor genes: their involvement in colon cancer [editorial] Abnormalities in oncogenes, which are broadly classified into viral and cellular oncogenes, and suppressor genes appear critical for the development of colon cancer. Cellular oncogenes contribute to malignant transformation when they become activated by point mutation, translocation, amplification, or loss of regulator sequences. The properties of the oncoproteins, the proteins encoded by oncogenes which are essential for carcinogenesis, are unclear. Suppressor genes normally suppress the tumorigenic phenotype by keeping the growth of cells in check; it is their inactivation that contributes to malignant transformation. Development of colon cancer appears to take place by stepwise accumulation of multiple genetic alterations during the progression from normal colon to adenoma and carcinoma. Activation of ras, an early event in this sequence, is found in 50% of colon cancers; overexpression of c-myc is found in approximately 80%. Inactivation of suppressor genes, which occurs during later stages, is noted in greater than 70% of tumors. A current model of colonic tumorigenesis is presented. 
5	Urinary tract dilatation in pregnancy. Right-sided ureteral and renal pelvis dilatation was observed during routine uterine ultrasonographic examination at 30 weeks' gestation. This continued to progress with the renal pelvis measuring 8.9 cm in diameter at 35 weeks, leading to early delivery. Renal function remained normal and these changes resolved completely after delivery. 
5	Independence of pressure reactivity from pressure levels in Tecumseh, Michigan. The relation between blood pressure level and reactivity to mental arithmetic and isometric exercise was investigated in 169 men and 120 women (average age, 32.3 years) from the village of Tecumseh, Mich. In the entire population, the correlation between baseline blood pressure and blood pressure response to both stressors was not significant. Blood pressure reactivity to both stressors was not increased in participants with borderline hypertension (one clinic reading of more than 140 mm Hg systolic and/or 90 mm Hg diastolic). When subjects were classified according to blood pressure response (below and above the 80th percentile), the hyperreactors to mental and physical stress had normal baseline blood pressure values. The hyperreactors also had clinic-to-home blood pressure differences similar to those of the rest of the population. Participants who had borderline hypertension at age 32 years had significantly elevated blood pressures at ages 5, 8, 12, 21, and 22 years. Those who were hyperreactors at age 32 years had normal blood pressures as children and young adults. Results of the present study lend no support to an association between higher blood pressures and blood pressure hyperreactivity. Study participants in Tecumseh will be recalled for future examinations. The independence of blood pressure levels from blood pressure reactivity offers a unique opportunity to prospectively evaluate their separate effects on cardiovascular morbidity. 
2	p53 expression in colorectal tumors. The expression of the nuclear phosphoprotein p53 was studied immunohistochemically in a series of 150 benign and malignant colorectal tumors. Using monoclonal antibody PAb1801, tumors divided unequivocally into two groups on the basis of immunohistochemistry. Forty of the carcinomas (46.5%) showed positive staining but only 4 of the adenomas (8.7%) were positive (P less than 0.001). The few positive adenomas always showed moderate or severe dysplasia. Metaplastic polyps (n = 9) and small familial adenomatous polyposis-related adenomas (n = 9) were uniformly negative. Carcinomas with p53 expression did not differ from those without in terms of site, differentiation or the prognostic indicators of Dukes' stage, DNA ploidy, or tumor histology. The improved morphologic resolution available in periodate lysine paraformaldehyde dichromate (PLPD)-fixed, paraffin-embedded tissue permitted several conclusions to be made: p53 is confined to neoplastic nuclei; staining in positive tumors is heterogeneous and often more marked at the infiltrative margins; and staining intensity is dramatically reduced in mitotic cells. It is concluded that expression of immunohistochemically detectable p53 (probably representing mutated forms of the protein) occurs in some adenomas around the time of transition to carcinoma. Therefore there is an association with the appearance of infiltrative behavior but not with degree of tumor progression (including metastasis) at the time of resection. 
1	Intraoperative pancreatic fine needle aspiration biopsy. Results in 166 patients. Intraoperative fine needle aspiration biopsy (NAB) of undiagnosed pancreatic masses was studied in 166 patients over a 17-year period. The cytologic diagnoses were correlated with histologic specimens, autopsy results, or clinical follow-up (benign disease was documented if the patient was alive without malignancy at least 2 years after laparotomy). Aspirates were interpreted as benign, suspicious, malignant, or unsatisfactory. Malignant disease was the final diagnosis in 109 patients; the cytology was concordant in 101 and was interpreted as suspicious in four. Four patients with benign cytology later proved to have malignant disease--a false-negative rate of 2.5 per cent. A total of 57 patients had benign disease; 51 of these had benign cytology. The remaining patients had "unsatisfactory" cytology reports. A 93 per cent sensitivity, 100 per cent specificity, and 0 per cent complication rate are reported. There were no false-positive cytology reports. Complications are rare and represent case reports, thus, additional sampling is at minimal risk. Intraoperative pancreatic NAB is a safe, easy, more accurate biopsy technique than historical wedge or core needle biopsies. It is the biopsy method of choice for pancreatic masses found at laparotomy. 
1	Effect of interleukin-1-beta on metastasis formation in different tumor systems. Experiments were done to determine the effect of interleukin-1-beta (IL-1 beta) on metastasis formation in different tumor systems. Intravenous administration of 1 microgram of human recombinant IL-1 beta given 1 hour before tumor cell injection augmented lung colony formation (experimental metastases) by the human A375 melanoma variants, the human HT-29M colon carcinoma, the SN12-K1 renal carcinoma in nude mice, the murine B16 melanoma variants, and the murine UV-2237M fibrosarcoma in syngeneic recipients. The same treatment did not induce lung colony formation by a human rectal carcinoma (HCC-P2988) or by a murine reticulum cell sarcoma (M5076), both of which are not metastatic to the lung. Spontaneous metastases were studied in C57BL/6 mice bearing the B16-BL6 melanoma (metastatic to the lung) in their footpad and the M5076 reticulum cell sarcoma (metastatic to the liver) subcutaneously. Daily intraperitoneal treatment with 1 microgram of IL-1 beta increased lung and liver metastases. These findings indicate that treatment of mice with IL-1 beta can increase the number of artificial or spontaneous metastases and that this effect is not limited to a single tumor type or to a specific organ. 
2	The value of the rectus abdominis myocutaneous flap in the treatment of complex perineal fistula. Complex perineal fistula and persistent perineal sinus are difficult to treat. We describe our experience with wide excision of the diseased perineum using a combined abdominoperineal approach. Ten patients were reconstructed by a rectus abdominis myocutaneous flap (n = 7), rectus abdominis muscle flap (n = 2), and omental graft (n = 1). Primary healing was achieved in all cases. A median follow-up of 18 months (range 6-54 months) has shown no recurrence of perineal disease or associated abdominal incisional hernia. There were no perioperative deaths. We propose that the rectus abdominis myocutaneous flap is indicated if large amounts of perineal skin has to be sacrificed. When less skin is removed a repair with greater omentum or rectus muscle alone is adequate. The abdominoperineal approach together with filling the residual pelvic cavity with well-vascularized tissue allows definitive treatment to be carried out in one stage. 
5	Mayer-Rokitansky-Kuster-Hauser syndrome with splenosis. A case report. This is the first reported case of simultaneously occurring pelvic splenosis and Mayer-Rokitansky-Kuster-Hauser syndrome. No other congenital or anatomic abnormalities were observed in the patient, and she had no history of abdominal trauma or surgery. Endometriosis was suspected initially during laparoscopy for pelvic pain. After tissue removal at laparotomy, the histologic evaluation established the diagnosis of splenosis. Biopsy at laparoscopy should be considered to confirm the diagnosis in the presence of a congenital anomaly and lesions suspected of being endometriotic. 
4	Hypertension prevalence and the status of awareness, treatment, and control in the Hispanic Health and Nutrition Examination Survey (HHANES), 1982-84 The prevalence rates of hypertension among adult (ages 18-74) Mexican Americans, Cuban Americans, and Puerto Ricans were estimated using data from the 1982-84 Hispanic Health and Nutrition Examination Survey (HHANES). Hypertension is defined as diastolic greater than or equal to 90 mm Hg, or systolic greater than or equal to 140 mm Hg, or currently taking antihypertensive medication. Among Mexican Americans in the Southwestern United States, 16.8 percent of the males and 14.1 percent of the females were found to be hypertensive. Among Cuban Americans in Dade County, Florida 22.8 percent of the males and 15.5 percent of the females were hypertensive. Among Puerto Ricans in the New York City area 15.6 percent of the males and 11.5 percent of the females were hypertensive. The age-adjusted rates are significantly lower than comparable rates for Whites and Blacks as measured in the second National Health and Nutrition Examination Survey (NHANES II), 1976-80. Control of hypertension in the HHANES populations fall short of the 1990 Objectives for the Nation established by the US Public Health Service 60 percent (34 percent controlled Mexican American hypertensives, 27.8 percent controlled Cuban American hypertensives, and 29 percent controlled Puerto Rican hypertensives. 
1	Differential effects of sodium butyrate and hexamethylene bisacetamide on growth and secretion of cultured human endocrine tumor cells. Advanced gastrointestinal endocrine tumors respond poorly to conventional chemotherapy. In this study we examined the effects of two agents that promote cellular differentiation, sodium butyrate and hexamethylene bisacetamide, on the in vitro growth and secretory responses of a human pancreatic carcinoid (BON) and human gastrinoma (PT-2 and PT-SM) cell lines that have been established in our laboratory. We found that both sodium butyrate and hexamethylene bisacetamide strongly inhibited growth of BON, PT-2, and PT-SM cells. With continuous exposure of BON cells to sodium butyrate (2 mmol/L), the doubling time was prolonged, from 60 hours in controls to 156 hours, and saturation density was reduced to 28% that of controls. Hexamethylene bisacetamide (4 mmol/L) reduced saturation density to 37% that of controls in BON cells and prolonged the doubling time, from 60 hours to 103 hours. Antiproliferative effects of similar magnitudes were observed in the gastrinoma cell lines. In contrast, differential effects were produced on amine biosynthesis in BON cells; sodium butyrate stimulated levels of 5-hydroxytryptamine in the cells, whereas hexamethylene bisacetamide caused a profound dose-dependent inhibition of amine biosynthesis. The significant antiproliferative activity of sodium butyrate and hexamethylene bisacetamide and the inhibitory effects of hexamethylene bisacetamide on amine biosynthesis warrant evaluation of these agents or analogues for treatment of metastatic carcinoid and gastrinoma. 
5	Sudden infant death syndrome and small airway occlusion: facts and a hypothesis. Respiratory failure is almost certainly the cause of death in the majority of cases of sudden infant death syndrome (SIDS), but the mechanisms leading to it have not been elucidated. SIDS shares many environmental and socioeconomic risk factors with severe forms of bronchiolitis, and the age distribution of incident cases is similar. Present knowledge of lung and airway development during infancy, determinants of peripheral airway patency, changes in lung surface activity in infants with SIDS, and fluid film dynamics in small airways are reviewed. It is hypothesized that many cases of SIDS may be due to a final episode of progressive peripheral bronchial occlusion in infants with preceding critically diminished conductance of the smaller airways. 
4	Total knee arthroplasty in diabetes mellitus. A retrospective study was done of 59 total knee arthroplasties (TKAs) in 40 patients diagnosed with diabetes mellitus. The overall infection rate was 7%, with an overall revision rate of 10% and an average follow-up period of 4.3 years. Wound complications were present in 12% of the TKAs. The rate of deep joint infections in diabetic patients was statistically higher than the reported incidence of sepsis in nondiabetic patients. Therefore, maximum precautions should be taken for diabetic patients having TKA to minimize both wound complications and joint sepsis. 
5	Antibiotic pharmacokinetics in surgery Pharmacokinetics is the study of variables that affect drug concentrations at the effector site. The descriptive terms peak concentration, elimination half-life, volume of distribution, and bioavailability are commonly used to express pharmacokinetic variability among drugs used in patient care. The pharmacokinetic characteristics of drugs are important for surgeons to understand because they represent differences that may assume clinical significance when selecting antibiotics for preoperative preventive indications. In addition, the changing hemodynamic pattern of the stressed and septic patient may result in changing pharmacokinetic patterns for an antibiotic, which, in turn, may require changes in the dosing regimen during the course of treatment. 
5	Perinatal mortality in Victoria, Australia: role of group B Streptococcus. Group B beta-hemolytic streptococcus is the most common infective cause of neonatal morbidity and mortality. It is therefore surprising that no agreement exists for an approach to its prevention. There is also increasing evidence that occult infection may play an etiologic role in premature rupture of the membranes and preterm labor. In this report we review the role of group B beta-hemolytic streptococcal sepsis as a cause of perinatal wastage in the state of Victoria, Australia during the period 1982 to 1987. Group B beta-hemolytic streptococcus accounted for 1.7% of overall perinatal deaths, and for 30.3% (77 of 254) perinatal deaths directly attributable to infection. By comparison, over the same 6-year period, erythroblastosis accounted for 0.5% of perinatal wastage and there were only two deaths as a result of congenital syphilis. The true incidence of lethal group B beta-hemolytic streptococcal infection is probably greater because of the absence of histologic and bacteriologic studies in many perinatal deaths. We believe that intrapartum chemoprophylaxis with penicillin of all group B beta-hemolytic streptococcus-positive carrier mothers would significantly reduce neonatal morbidity and mortality from this cause. 
5	High risk of severe bleeding in aged patients with chronic idiopathic thrombocytopenic purpura. The purpose of this study was to estimate the incidence and to establish which factors were associated with an increased risk of hemorrhagic complications in an historic cohort of 117 consecutive and unselected patients with chronic idiopathic thrombocytopenic purpura (ITP). Sixty-eight patients (58%) underwent medical treatment and/or splenectomy and 33 (48% of treated) achieved a complete stable remission. At equivalent platelet count the incidence of major hemorrhagic complications was significantly higher in aged (greater than 60 years) than in younger (less than 40 years) patients (10.4% v 0.4%/pt-y, relative risk = 28.9, P less than .01). A previous hemorrhagic event was identified as another major risk factor for hemorrhage (relative risk = 27.5, P less than .0005), while hypertension and underlying disorders had no influence. We conclude that age more than 60 years and a previous history of bleeding are major risk factors for severe hemorrhages in adults with ITP. 
3	Leukocyte alkaline phosphatase score in patients with cerebrovascular disease and in patients with primary and metastatic brain tumors. Leukocyte alkaline phosphatase (LAP) activity in peripheral blood was determined in 54 patients with cerebrovascular disease (CVD), 11 patients with primary brain tumor, and 23 patients with metastatic brain tumor. The LAP score of the primary brain tumor patients (155 +/- 40) was significantly higher (P less than 0.03) than the LAP score for cerebrovascular disease patients (96 +/- 87). The LAP score levels of the metastatic brain tumor patients (251 +/- 55) was significantly higher as compared with both the cerebrovascular disease (P less than 0.001) and primary brain tumor groups (P less than 0.001). The LAP score could serve as an additional, although non-specific, marker to assist in the differentiation between cerebrovascular disease and brain tumors. 
