5	Urothelial grafts in mice. Mouse bladder epithelium has been successfully transplanted to the bladders of syngeneic mice and has survived for at least twenty weeks. The fate of the transplanted tissue was followed using a fluorescein label. The recipient bladders were prepared by stripping the urothelium either by a surgical or a chemical method. The possibility of adopting a comparable technique for the treatment of early bladder cancer in man is discussed. 
5	Hemoglobin Montreal: a new variant with an extended beta chain due to a deletion of Asp, Gly, Leu at positions 73, 74, and 75, and an insertion of Ala, Arg, Cys, Gln at the same location. The unstable hemoglobin Montreal with a deletion of three amino acid residues (Asp, Gly, Leu) at positions 73, 74, and 75 of the beta chain and an insertion of four residues (Ala, Arg, Cys, Gln) at the same location was observed in a 7-year-old Canadian boy suffering from a moderate hemolytic anemia. The introduction of an extra amino acid residue and of other changes in the crevice where the heme group is located is the likely cause of the instability of this hemoglobin variant. The above listed changes were detected through analyses of tryptic peptides of the beta-Montreal chain, sequencing of amplified DNA, and hybridization of amplified DNA with appropriate, 32P-labeled, oligonucleotide probes. It is suggested that a mispairing involving the AGTG sequences at codons 66 and 67 and at codons 72 and 73 of the normal beta gene caused a repetition of a 16-bp segment, while a deletion of 10 nucleotides due to recombination or slippage followed by a second short deletion during DNA repair resulted in the modified sequence of the beta-Montreal gene. 
5	The Children's Orientation and Amnesia Test: relationship to severity of acute head injury and to recovery of memory. The Children's Orientation and Amnesia Test (COAT) was developed to assess cognition serially during the early stage of recovery from traumatic brain injury in children and adolescents. The norms for the COAT, which is composed of 16 items evaluating general orientation, temporal orientation, and memory, were defined from data obtained from 146 children aged 3 to 15 years. In 37 patients with head injuries, the duration of posttraumatic amnesia, as indicated by the number of days COAT scores were in the impaired range, was significantly related to both verbal and nonverbal memory at the baseline and 6 and 12 months after injury. COAT scores were a better predictor of verbal and nonverbal memory performance than the Glasgow Coma Scale score at 6 and 12 months after the injury. This study shows that the COAT has adequate reliability and validity as a measure of the duration of posttraumatic amnesia in children and adolescents. 
4	Proton magnetic resonance of exercise-induced water changes in gastrocnemius muscle. Exercise-induced water concentration changes have been determined in the medial gastrocnemius muscle noninvasively with image-guided in vivo proton magnetic resonance spectroscopy (MRS). These measurements were performed on seven normal male volunteers during and after isometric and ischemic-isometric exercise at 5, 10, and 20% maximum voluntary contraction (MVC). The observed water flux changes during different phases of exercise have been interpreted in terms of fluid transfer between the vasculature and exercising muscle. Good correlation between individual MVC and changes in water fluxes and the decay of water content was observed after 20% MVC exercise level. MRS results have been found to be consistent with those reported in the literature based on invasive biopsy techniques. 
5	Biologically inert synthetic dural substitutes. Appraisal of a medical-grade aliphatic polyurethane and a polysiloxane-carbonate block copolymer. Two types of artificial membranes, a medical-grade aliphatic polyurethane and a polysiloxane-carbonate block copolymer, were tested as substitutes for dura in 24 and 12 rabbits, respectively. The films were placed either epidurally, subdurally, or as dural grafts in equal subgroups of animals. The postoperative course was uneventful with no manifestations of convulsive disorder or cerebrospinal fluid leak. The animals were sacrificed 3, 6, or 9 months after implantation of the artificial membranes. Both types of artificial membranes were easily removed from the underlying nervous and the other surrounding tissues. The histological examination failed to reveal adhesions, neomembrane formations, or any type of foreign body reactions to the polyurethane film. The implantation of the polysiloxane-carbonate film caused no reaction when it was applied epidurally. As a dural graft, the polysiloxane-carbonate copolymer induced the formation of a thin neomembrane of one to two layers of fibroblasts which formed a watertight seal of the dural defect. A similar thin neomembrane was found to encase this artificial membrane in the group of animals in which it was implanted subdurally. There was no foreign body reaction to the polysiloxane-carbonate film. The authors conclude that these materials hold promise as dural substitutes or in the prevention of spinal dural scarring, and should be evaluated clinically. 
5	Traffic of peripheral B and T lymphocytes to hyperplastic, preneoplastic thymuses of AKR mice. AKR mice develop hyperplasia of the thymus before the development of retrovirus-associated lymphoma at that site. This hyperplasia, first detectable in AKR/J mice by 4 weeks of age and in AKR/C mice by 4 to 5 months of age, is characterized by an enlarged thymic medulla that contains T and B lymphocytes. In contrast to the general population of thymocytes, most of these T and B lymphocytes have a mature immunophenotype that includes expression of high levels of the MEL-14-defined (gp90) 'homing receptor' for peripheral lymph node high endothelial venules. In vivo homing studies reveal a marked increase in traffic of peripheral lymphocytes (T more than B) to the hyperplastic thymuses of old AKR mice as compared to histologically normal thymuses of age-matched BALB/c and C57BL/Ka mice or young AKR mice. These changes correlate chronologically with changes in retrovirus antigen expression in AKR thymuses and suggest a role for the traffic of lymphocytes from the periphery to the thymus in response to local antigenic stimulation in the pathogenesis of thymic hyperplasia in AKR mice. 
5	Effects of prostaglandin E1 in postoperative surgical patients with circulatory deficiency. Hemodynamic and oxygen transport effects of PGE1 were observed in the early postoperative period before development of ARDS in two series of general surgical patients with circulatory deficiencies. The first was a series of 19 studies in 18 patients, the second was a placebo-controlled series of 20 patients (ten received PGE1 and ten received a placebo). In the first series, PGE1 was given as a trial of therapy after fluid therapy to pulmonary wedge pressures greater than 15 mm Hg failed to correct satisfactorily circulatory and metabolic functions. There were two deaths in the placebo group and none in the PGE1 group. Previous studies indicated that PGE1 disaggregates platelets and reduces local vasoconstriction in pulmonary circulation; this study suggests that PGE1 improves tissue perfusion of systemic circulation. After fluid therapy to PAOP greater than 15 mm Hg fails to restore circulatory function to optimal values. PGE1 should be considered as ancillary therapy in critically ill postoperative patients. 
1	Malignant left-sided large bowel obstruction managed by subtotal/total colectomy. Of 60 patients presenting with acute obstructing carcinoma of the left colon, 49 underwent immediate resection either by radical subtotal/total colectomy (31 patients, group I) or by radical segmental resection (18 patients, group II) of whom three had immediate anastomosis after on-table bowel irrigation and 15 had a planned staged procedure. The operative mortality rate was 3 per cent in group I and 11 per cent in group II (not a statistically significant difference). However, substantial differences were found for major morbidity (6 versus 44 per cent in groups I and II respectively; P less than 0.01) and mean length of hospital stay (17 days in group I versus 35 days in group II; P less than 0.05). All three patients who had on-table lavage developed anastomotic leaks which necessitated a second operation to form a stoma. Six patients (19 per cent) in group I required antidiarrhoeal medication in the immediate postoperative period. However, subsequent improvement in stool frequency was noted in all patients. It is concluded that subtotal/total colectomy is an acceptable means of managing patients with obstructing carcinoma of the left colon in that it is associated with a low morbidity and mortality rate and good functional results. 
3	Decline in the prevalence of childhood deafness in the Jewish population of Jerusalem: ethnic and genetic aspects. A longitudinal study was performed on 147 Jewish children with bilaterally sensorineural hearing loss of moderately severe to profound degree, born in Jerusalem during the eighteen years 1968-85. The prevalence rate of these children declined during the years 1977-85, and at the same time the rate of consanguinity of their parents decreased; this decline was more evident in the genetic group among children with non-Ashkenazi ethnic origin. No such decline was found among the Ashkenazi children and no consanguinity among parents of these children was recorded. Our study supports the assumption that restriction of consanguineous matings may affect the prevalence of genetic deafness in children in a well-defined population. We have tried to remain unbiased and concede certain shortcomings in our present study. 
5	Deleterious effects of criminal victimization on women's health and medical utilization. The long-term consequences of criminal victimization on physical health were examined among 390 adult women (74 nonvictims and 316 victims of crime). Data included health status self-ratings and objective service utilization. Findings indicated that severely victimized women, compared with nonvictims, reported more distress and less well-being, made physician visits twice as frequently in the index year, and had outpatient costs that were 2.5 times greater. Criminal victimization severity was the most powerful predictor of physician visits and outpatient costs. Utilization data across 5 years preceding and following crime were obtained from 15 rape victims, 26 physical assault victims, and 27 noncontact crime victims and were compared with five continuous years of utilization among 26 nonvictims. Victims' physician visits increased 15% to 24% during the year of the crime compared with less than 2% change among nonvictims. We conclude that these long-term deleterious effects suggest that criminally victimized women's needs for medical treatment transcend the traditional focus on emergency care and forensic evaluation. 
